Candidate ID|Office ID|Election ID|Office Name|Allowed Votes|Candidate First Name|Candidate Last Name|Candidate Credentials|Candidate Bio
9138|3670|1470|Secretary|1|Kevin|Arnold||An accomplished artist with a unique vision and a talent for storytelling, this individual has captivated audiences around the world with their creative work. From evocative paintings that explore the complexities of the human experience to thought-provoking installations that challenge conventional wisdom, they have established themselves as a leading voice in the art world. With a deep appreciation for beauty and a commitment to pushing artistic boundaries, they continue to inspire others with their creativity and passion.
9139|3670|1470|Secretary|1|Donna|Rice||
9140|3670|1470|Secretary|1|Phyllis|Burton||
9141|3671|1470|Treasurer|1|Paul|Hayes||
9142|3671|1470|Treasurer|1|Jennifer|Hughes|MDiv|An accomplished artist with a unique vision and a talent for storytelling, this individual has captivated audiences around the world with their creative work. From evocative paintings that explore the complexities of the human experience to thought-provoking installations that challenge conventional wisdom, they have established themselves as a leading voice in the art world. With a deep appreciation for beauty and a commitment to pushing artistic boundaries, they continue to inspire others with their creativity and passion.
9143|3672|1471|Secretary|1|Jacob|Thomas|MSW|
9144|3672|1471|Secretary|1|Jacqueline|Rogers|RN|
9145|3673|1471|President|1|Jessica|Clark|BSc|
9146|3674|1471|Treasurer|1|Heather|Henry||
9147|3674|1471|Treasurer|1|Stephanie|Webb||
9148|3675|1472|Vice President|2|Roger|Jordan||
9149|3675|1472|Vice President|2|Joshua|Brooks||
9150|3675|1472|Vice President|2|Emma|Peterson||
9151|3675|1472|Vice President|2|Paul|Howard|MBA|
9152|3676|1473|President|1|Tyler|Payne||
9153|3676|1473|President|1|Alexander|Pierce|DC|
9154|3676|1473|President|1|Melissa|Bradley||
9155|3677|1473|Secretary|1|Willie|Watson|PsyD|
9156|3677|1473|Secretary|1|Ruth|Hunter|RN|
9157|3678|1473|Vice President|1|Adam|Carroll||
9158|3679|1474|Secretary|1|Martha|Turner||With a background in finance and a keen eye for detail, this individual has established themselves as a trusted advisor in the world of investment management. Their strategic insights and prudent decision-making have consistently delivered strong returns for their clients, earning them a reputation as a savvy investor and a thought leader in the financial sector.
9159|3679|1474|Secretary|1|Aaron|Lewis|MPhil|
9160|3679|1474|Secretary|1|Patrick|Griffin||
9161|3679|1474|Secretary|1|Jeffrey|Cole||
9162|3680|1474|Vice President|1|Crystal|Castillo|DDS|
9163|3680|1474|Vice President|1|Benjamin|Ramirez||
9164|3680|1474|Vice President|1|Amanda|Lawrence||
9165|3681|1474|Treasurer|1|Stephen|Gibson|BSN|This individual's journey in the field of social work has been marked by a steadfast dedication to serving vulnerable populations and advocating for social justice. Their tireless efforts to empower individuals and communities facing adversity have made a lasting impact, fostering positive change and resilience in the face of systemic challenges.
9166|3682|1474|President|1|Christine|Alvarez|DDS|
9167|3682|1474|President|1|Daniel|Reyes||
9168|3682|1474|President|1|Christopher|Watkins|MSW|
9169|3683|1475|Treasurer|1|Laura|Porter||
9170|3683|1475|Treasurer|1|Andrew|Snyder||
9171|3683|1475|Treasurer|1|Sara|Jones|EdD|
9172|3684|1476|Vice President|2|Paul|Watson|PsyD|
9173|3684|1476|Vice President|2|Jessica|Brewer|BSc|
9174|3685|1477|Treasurer|1|Matthew|Hamilton|BSc|
9175|3685|1477|Treasurer|1|Laurie|Marshall|DDS|
9176|3685|1477|Treasurer|1|Thomas|Harrison||
9177|3685|1477|Treasurer|1|Edna|Carter||
9178|3686|1477|Vice President|1|Dennis|Edwards|MS|
9179|3686|1477|Vice President|1|Samuel|Ward|EdD|With a deep passion for environmental conservation, this individual has dedicated their career to researching sustainable agricultural practices and advocating for biodiversity protection. Their innovative approaches to land management have earned them recognition within the scientific community, and they continue to lead initiatives aimed at mitigating the impacts of climate change on ecosystems worldwide.
9180|3686|1477|Vice President|1|Emily|Ward|MDiv|
9181|3687|1478|Vice President|2|Victoria|Cole||With a background in law and a passion for social justice, this individual has dedicated their career to fighting for the rights of the most vulnerable members of society. As a legal advocate and activist, they have worked tirelessly to challenge systemic injustice and hold those in power accountable for their actions.
9182|3688|1478|Secretary|1|Edna|Lane||
9183|3688|1478|Secretary|1|James|Thompson||
9184|3688|1478|Secretary|1|Joshua|Burton||
9185|3689|1478|President|1|Noah|Simmons|MPA|
9186|3689|1478|President|1|Janice|Franklin|MEd|
9187|3690|1478|Treasurer|1|Robert|Hawkins|BSc|
9188|3690|1478|Treasurer|1|Phyllis|Lopez||
9189|3691|1479|Treasurer|1|Austin|Lewis|LLM|
9190|3691|1479|Treasurer|1|Laurie|Richards|MSLIS|
9191|3691|1479|Treasurer|1|Connie|Daniels|MFA|
9192|3691|1479|Treasurer|1|Sharon|Oliver||
9193|3692|1479|Secretary|1|Benjamin|Scott||
9194|3692|1479|Secretary|1|Nicholas|Ruiz||
9195|3692|1479|Secretary|1|Aaron|Burton|BSc|
9196|3692|1479|Secretary|1|Samuel|Bryant|DDS|With a passion for innovation and problem-solving, this individual brings a wealth of experience in research and development to every project undertaken. Their dedication to pushing boundaries and exploring new possibilities has led to groundbreaking advancements in various fields, earning them recognition as a visionary thinker and a leader in their industry.
9197|3693|1479|President|1|Raymond|Riley||
9198|3693|1479|President|1|Timothy|Morris|MSL|
9199|3693|1479|President|1|Anthony|Stanley|PsyD|
9200|3694|1479|Vice President|1|Victoria|Mitchell|DC|
9201|3694|1479|Vice President|1|Maria|Hudson|BSc|
9202|3694|1479|Vice President|1|Emily|Dunn||
9203|3695|1480|Secretary|1|Ryan|Williamson|MD|
9204|3695|1480|Secretary|1|Kimberly|Young||
9205|3695|1480|Secretary|1|Stephanie|Jackson|MPH|
9206|3696|1480|Vice President|2|Mary|Stone||
9207|3696|1480|Vice President|2|Andrew|Howell||
9208|3696|1480|Vice President|2|Rebecca|Palmer|MEd|Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
9209|3697|1481|Vice President|2|James|Stephens|MSc|
9210|3697|1481|Vice President|2|Martha|Oliver|BSN|
9211|3698|1482|Vice President|2|Deanna|Bradley|DDS|
9212|3699|1483|President|1|Benjamin|Little|MS|
9213|3699|1483|President|1|Benjamin|Hunter||Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
9214|3699|1483|President|1|Lawrence|Bell||
9215|3699|1483|President|1|Matthew|Robertson|DDS|
9216|3700|1483|Secretary|1|Edward|Fuller|DO|
9217|3700|1483|Secretary|1|Anthony|Flores|MDiv|
9218|3701|1483|Treasurer|1|Christine|Gonzalez||
9219|3701|1483|Treasurer|1|Jason|Washington||
9220|3701|1483|Treasurer|1|Benjamin|Ferguson|DPT|With a background in social work and a passion for advocacy, this individual has dedicated their life to fighting for social justice and equality. Through their work with marginalized communities, they have witnessed firsthand the impact of systemic injustice and inequality on people's lives. Their tireless advocacy efforts, from organizing grassroots movements to lobbying for policy change, have helped to bring about meaningful progress in the fight for a more just and equitable society.
9221|3702|1483|Vice President|2|Deborah|Harris||Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
9222|3702|1483|Vice President|2|Janet|Anderson||
9223|3702|1483|Vice President|2|Joyce|Rice|JD|
9224|3703|1484|Vice President|1|Jesse|Lane|LLM|
9225|3703|1484|Vice President|1|Darlene|Warren|MPH|
9226|3703|1484|Vice President|1|Brandon|Long||
9227|3704|1484|Treasurer|1|Rachel|Gordon|RN|
9228|3704|1484|Treasurer|1|Jeffrey|Harper||
9229|3705|1484|President|1|Ethan|Woods||
9230|3705|1484|President|1|Justin|Hudson||With a background in social work and a passion for advocacy, this individual has dedicated their life to fighting for social justice and equality. Through their work with marginalized communities, they have witnessed firsthand the impact of systemic injustice and inequality on people's lives. Their tireless advocacy efforts, from organizing grassroots movements to lobbying for policy change, have helped to bring about meaningful progress in the fight for a more just and equitable society.
9231|3705|1484|President|1|Emily|Ray|MEd|
9232|3705|1484|President|1|Noah|Oliver||
9233|3706|1484|Secretary|1|Joe|Chavez|MSLIS|
9234|3706|1484|Secretary|1|Stephanie|Berry||
9235|3706|1484|Secretary|1|Steven|Robinson|DVM|
9236|3706|1484|Secretary|1|Harry|Mendoza|MS|
9237|3707|1485|President|1|Jesse|Harrison||
9238|3707|1485|President|1|Deanna|Fox||
9239|3707|1485|President|1|Thomas|Romero|MPH|
9240|3707|1485|President|1|Douglas|Pierce|MSLIS|With a background in social work and a passion for advocacy, this individual has dedicated their life to fighting for social justice and equality. Through their work with marginalized communities, they have witnessed firsthand the impact of systemic injustice and inequality on people's lives. Their tireless advocacy efforts, from organizing grassroots movements to lobbying for policy change, have helped to bring about meaningful progress in the fight for a more just and equitable society.
9241|3708|1485|Secretary|1|Shirley|Warren|MSL|
9242|3708|1485|Secretary|1|Betty|Watson|MSc|
9243|3709|1486|President|1|Emily|Riley||
9244|3709|1486|President|1|Douglas|Willis|DDS|
9245|3709|1486|President|1|Peter|Pearson|LLM|
9246|3710|1486|Secretary|1|Rebecca|Henry||
9247|3710|1486|Secretary|1|Debra|Peters||
9248|3710|1486|Secretary|1|Rebecca|Rodriguez|MEd|As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
9249|3711|1487|Secretary|1|Debra|Hall||
9250|3711|1487|Secretary|1|Kathryn|Simpson|MPH|
9251|3711|1487|Secretary|1|Gloria|Knight|MS|
9252|3711|1487|Secretary|1|Henry|Washington|MSW|
9253|3712|1488|Treasurer|1|Katherine|Gordon|MPA|
9254|3712|1488|Treasurer|1|Wanda|Dunn|MPA|As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
9255|3712|1488|Treasurer|1|Noah|Parker||With a background in journalism and a passion for storytelling, this individual has dedicated their career to shining a light on important issues and amplifying the voices of those who are often overlooked. Through their work as a writer and reporter, they have challenged the status quo and sparked meaningful conversations about pressing social and political issues.
9256|3713|1489|President|1|Patrick|Reed||As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
9257|3713|1489|President|1|Raymond|Sanchez||
9258|3713|1489|President|1|Brenda|Bell|DDS|
9259|3713|1489|President|1|Mildred|Ford||
9260|3714|1490|Treasurer|1|Nathan|Sanders||
9261|3715|1491|Secretary|1|Christine|Rogers|JD|With a background in technology and a flair for innovation, this individual has played a key role in driving digital transformation across a wide range of industries. Their expertise in software development and project management has enabled organizations to streamline operations, increase efficiency, and stay ahead of the curve in an ever-evolving marketplace.
9262|3716|1491|President|1|Benjamin|Daniels|PsyD|
9263|3716|1491|President|1|Kimberly|Black||
9264|3717|1491|Vice President|1|Roger|Franklin||
9265|3717|1491|Vice President|1|Kathryn|Daniels|MSc|
9266|3717|1491|Vice President|1|Gabriel|Griffin|MPA|With a passion for innovation and problem-solving, this individual brings a wealth of experience in research and development to every project undertaken. Their dedication to pushing boundaries and exploring new possibilities has led to groundbreaking advancements in various fields, earning them recognition as a visionary thinker and a leader in their industry.
9267|3717|1491|Vice President|1|Cynthia|Daniels|EdD|
9268|3718|1491|Treasurer|1|Shirley|Carr||
9269|3718|1491|Treasurer|1|Ruth|Perkins|OD|
9270|3718|1491|Treasurer|1|Tyler|Garrett||
9271|3719|1492|President|1|Crystal|Young|DPT|
9272|3719|1492|President|1|Joe|Fernandez||
9273|3719|1492|President|1|Benjamin|Hudson||Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
9274|3719|1492|President|1|Noah|Brewer||
9275|3720|1492|Secretary|1|Dorothy|Rogers||With a background in journalism and a passion for storytelling, this individual has dedicated their career to shining a light on important issues and amplifying the voices of those who are often overlooked. Through their work as a writer and reporter, they have challenged the status quo and sparked meaningful conversations about pressing social and political issues.
9276|3720|1492|Secretary|1|Ruth|Stanley||
9277|3720|1492|Secretary|1|Roger|Wright|DDS|
9278|3721|1492|Vice President|2|Frances|Lopez|DC|
9279|3721|1492|Vice President|2|Douglas|Ryan||
9280|3721|1492|Vice President|2|Victor|Hernandez|MFA|
9281|3722|1492|Treasurer|1|David|Sullivan||
9282|3723|1493|Vice President|1|Margaret|Hansen||With a passion for innovation and a commitment to excellence, this individual has dedicated their career to pushing the boundaries of technology. Their pioneering work in the field of artificial intelligence has led to breakthroughs that have revolutionized industries ranging from healthcare to finance. With a relentless drive for problem-solving and a keen eye for detail, they continue to be at the forefront of cutting-edge research, shaping the future of technology for generations to come.
9283|3723|1493|Vice President|1|Julie|Jackson||
9284|3723|1493|Vice President|1|Dorothy|Nichols||
9285|3724|1493|President|1|Brenda|Lopez|MD|
9286|3724|1493|President|1|Roger|Welch|DO|
9287|3724|1493|President|1|Heather|Turner||
9288|3725|1493|Secretary|1|Melissa|Simpson||
9289|3726|1494|Vice President|1|Eric|Webb||
9290|3726|1494|Vice President|1|Kathleen|Black||
9291|3726|1494|Vice President|1|Richard|Fowler||
9292|3726|1494|Vice President|1|Gloria|Simmons|MFA|
9293|3727|1495|Secretary|1|Cheryl|Vasquez||
9294|3727|1495|Secretary|1|Scott|Butler|PhD|
9295|3728|1495|Treasurer|1|Robert|Ramos||
9296|3729|1495|President|1|Richard|Brooks|MA|
9297|3729|1495|President|1|Ryan|Oliver||
9298|3729|1495|President|1|Ashley|Baker|BSc|
9299|3730|1495|Vice President|1|Edward|Harris|MEd|
9300|3730|1495|Vice President|1|Joseph|Black|MSW|
9301|3730|1495|Vice President|1|Brenda|Anderson||As a seasoned educator and advocate for lifelong learning, this individual has dedicated their career to empowering others through education. With a deep-rooted belief in the transformative power of knowledge, they have championed initiatives to improve access to education for all, regardless of background or circumstance. Their innovative teaching methods and commitment to fostering a culture of inclusivity have inspired countless students to reach their full potential and make a positive impact on the world.
9302|3730|1495|Vice President|1|Barbara|Duncan||
9303|3731|1496|President|1|Joan|Simpson|MA|
9304|3731|1496|President|1|Harry|Palmer|OD|
9305|3731|1496|President|1|Christine|Alexander||
9306|3732|1496|Secretary|1|Jesse|Griffin|MPhil|As a seasoned educator and advocate for lifelong learning, this individual has dedicated their career to empowering others through education. With a deep-rooted belief in the transformative power of knowledge, they have championed initiatives to improve access to education for all, regardless of background or circumstance. Their innovative teaching methods and commitment to fostering a culture of inclusivity have inspired countless students to reach their full potential and make a positive impact on the world.
9307|3732|1496|Secretary|1|Harold|Kennedy|MPA|
9308|3733|1497|Secretary|1|Diana|Patterson|MEd|
9309|3733|1497|Secretary|1|Mildred|Garrett|MD|With a deep passion for environmental conservation, this individual has dedicated their career to researching sustainable agricultural practices and advocating for biodiversity protection. Their innovative approaches to land management have earned them recognition within the scientific community, and they continue to lead initiatives aimed at mitigating the impacts of climate change on ecosystems worldwide.
9310|3733|1497|Secretary|1|Billy|Frazier||
9311|3734|1497|Vice President|1|Lisa|Morris|MD|
9312|3734|1497|Vice President|1|Joshua|Foster||
9313|3734|1497|Vice President|1|Linda|Johnson||
9314|3734|1497|Vice President|1|James|Sims|PhD|A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
9315|3735|1497|President|1|Amanda|Sanchez|MSL|
9316|3735|1497|President|1|Deanna|Wells||
9317|3735|1497|President|1|Sarah|Wallace||
9318|3736|1497|Treasurer|1|Nicole|Murphy|MSLIS|
9319|3736|1497|Treasurer|1|Mildred|Mccoy|LLM|
9320|3737|1498|President|1|Laurie|Hamilton|MPA|
9321|3737|1498|President|1|Emma|Greene|MSc|
9322|3737|1498|President|1|Tyler|Spencer||With a deep passion for environmental conservation, this individual has dedicated their career to researching sustainable agricultural practices and advocating for biodiversity protection. Their innovative approaches to land management have earned them recognition within the scientific community, and they continue to lead initiatives aimed at mitigating the impacts of climate change on ecosystems worldwide.
9323|3737|1498|President|1|Melissa|Oliver|MFA|
9324|3738|1498|Vice President|2|Debra|Austin||
9325|3738|1498|Vice President|2|Jeffrey|Powell||
9326|3739|1498|Secretary|1|Betty|Freeman|MFA|
9327|3739|1498|Secretary|1|Christine|Owens||
9328|3740|1499|Treasurer|1|Vicki|Mendoza||
9329|3740|1499|Treasurer|1|Janice|Harrison|OD|
9330|3741|1500|Vice President|2|Alice|Watkins|DDS|
9331|3741|1500|Vice President|2|Justin|Cruz||
9332|3742|1500|Secretary|1|Peter|Taylor|MSW|
9333|3742|1500|Secretary|1|Crystal|Black||
9334|3743|1500|President|1|Susan|Patterson||
9335|3744|1500|Treasurer|1|Carolyn|Garza|MSLIS|
9336|3745|1501|Secretary|1|Rachel|Simmons|MPH|
9337|3745|1501|Secretary|1|Adam|Cox||
9338|3745|1501|Secretary|1|Andrew|King|MD|
9339|3746|1502|Vice President|1|Martha|Peterson|MFA|
9340|3747|1502|Treasurer|1|Charles|Burton|MPA|
9341|3747|1502|Treasurer|1|Jose|Reid|BSc|An accomplished artist with a unique vision and a talent for storytelling, this individual has captivated audiences around the world with their creative work. From evocative paintings that explore the complexities of the human experience to thought-provoking installations that challenge conventional wisdom, they have established themselves as a leading voice in the art world. With a deep appreciation for beauty and a commitment to pushing artistic boundaries, they continue to inspire others with their creativity and passion.
9342|3747|1502|Treasurer|1|Gabriel|Jacobs|RN|
9343|3747|1502|Treasurer|1|Teresa|Stevens|MPH|With a background in finance and a keen eye for detail, this individual has established themselves as a trusted advisor in the world of investment management. Their strategic insights and prudent decision-making have consistently delivered strong returns for their clients, earning them a reputation as a savvy investor and a thought leader in the financial sector.
9344|3748|1502|President|1|Crystal|Olson||
9345|3749|1503|President|1|Adam|Wells|MA|
9346|3749|1503|President|1|Donna|Little|LLM|
9347|3749|1503|President|1|Patrick|Stone|MSc|
9348|3749|1503|President|1|Timothy|Payne||
9349|3750|1503|Secretary|1|Joyce|Fowler||
9350|3750|1503|Secretary|1|Janet|Elliott|DC|With a background in technology and a flair for innovation, this individual has played a key role in driving digital transformation across a wide range of industries. Their expertise in software development and project management has enabled organizations to streamline operations, increase efficiency, and stay ahead of the curve in an ever-evolving marketplace.
9351|3750|1503|Secretary|1|Jason|Ellis||
9352|3751|1503|Vice President|1|Jennifer|Gilbert||
9353|3752|1503|Treasurer|1|Gregory|Hoffman|DO|
9354|3753|1504|President|1|Billy|Campbell||
9355|3754|1504|Vice President|1|Crystal|Gonzalez|LLM|With a background in journalism and a passion for storytelling, this individual has dedicated their career to shining a light on important issues and amplifying the voices of those who are often overlooked. Through their work as a writer and reporter, they have challenged the status quo and sparked meaningful conversations about pressing social and political issues.
9356|3755|1505|Vice President|2|Matthew|Duncan||
9357|3756|1506|Vice President|2|Stephanie|Baker|BSc|
9358|3756|1506|Vice President|2|Vicki|Young|BSN|
9359|3756|1506|Vice President|2|Vicki|Wood||As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
9360|3756|1506|Vice President|2|Raymond|Carpenter|OD|
9361|3757|1506|Treasurer|1|Brenda|Oliver||
9362|3757|1506|Treasurer|1|Kathryn|Cunningham||
9363|3758|1506|Secretary|1|Arthur|Ortiz||
9364|3758|1506|Secretary|1|Scott|Walker||
9365|3759|1506|President|1|Roy|Phillips|JD|
9366|3759|1506|President|1|Sharon|Lopez||
9367|3760|1507|Vice President|1|Willie|Morales||
9368|3761|1508|Secretary|1|Patrick|Gibson|MA|With a background in technology and a flair for innovation, this individual has played a key role in driving digital transformation across a wide range of industries. Their expertise in software development and project management has enabled organizations to streamline operations, increase efficiency, and stay ahead of the curve in an ever-evolving marketplace.
9369|3761|1508|Secretary|1|Martha|Freeman||A trailblazing entrepreneur with a knack for spotting opportunities and turning ideas into reality, this individual has built a reputation for success in the world of business. From launching innovative startups to leading established companies through periods of growth and transformation, they have demonstrated an uncanny ability to navigate the complexities of the business world. With a strategic mindset and a willingness to take calculated risks, they continue to push the boundaries of what's possible and inspire others to dream big.
9370|3762|1508|President|1|Phyllis|Morrison|BSN|
9371|3762|1508|President|1|Rebecca|Gomez|DC|As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
9372|3762|1508|President|1|Henry|Hernandez||
9373|3762|1508|President|1|Debra|Murray|PhD|
9374|3763|1508|Vice President|1|Timothy|Gilbert||
9375|3764|1509|Secretary|1|Jose|Johnston||
9376|3764|1509|Secretary|1|Richard|Peters||With a background in social work and a passion for advocacy, this individual has dedicated their life to fighting for social justice and equality. Through their work with marginalized communities, they have witnessed firsthand the impact of systemic injustice and inequality on people's lives. Their tireless advocacy efforts, from organizing grassroots movements to lobbying for policy change, have helped to bring about meaningful progress in the fight for a more just and equitable society.
9377|3765|1510|Vice President|1|Crystal|Wheeler|MSL|
9378|3765|1510|Vice President|1|Shirley|Simpson||With a background in journalism and a passion for storytelling, this individual has dedicated their career to shining a light on important issues and amplifying the voices of those who are often overlooked. Through their work as a writer and reporter, they have challenged the status quo and sparked meaningful conversations about pressing social and political issues.
9379|3765|1510|Vice President|1|Kimberly|Stone|EdD|
9380|3765|1510|Vice President|1|Noah|Parker|MSW|
9381|3766|1510|Secretary|1|Edna|Roberts|DO|
9382|3766|1510|Secretary|1|Harold|Gonzales|MA|As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
9383|3766|1510|Secretary|1|Margaret|Elliott||
9384|3766|1510|Secretary|1|Gary|Gomez||
9385|3767|1511|Treasurer|1|John|Brewer||
9386|3767|1511|Treasurer|1|Catherine|Fernandez||
9387|3767|1511|Treasurer|1|Elizabeth|Kennedy||
9388|3768|1512|President|1|Stephanie|Edwards|EdD|
9389|3768|1512|President|1|Bruce|Turner||
9390|3768|1512|President|1|Gregory|Jordan||
9391|3768|1512|President|1|Dylan|Cooper||
9392|3769|1512|Vice President|2|Dylan|Spencer||
9393|3769|1512|Vice President|2|Nicholas|Diaz|OD|
9394|3769|1512|Vice President|2|Jacqueline|Carroll||
9395|3769|1512|Vice President|2|Gerald|Ramirez|RN|
9396|3770|1512|Treasurer|1|Raymond|Clark|MFA|
9397|3770|1512|Treasurer|1|Pamela|Reynolds||
9398|3770|1512|Treasurer|1|Laura|Bailey||
9399|3770|1512|Treasurer|1|Nicholas|Chavez||
9400|3771|1512|Secretary|1|Richard|Tucker|RN|
9401|3771|1512|Secretary|1|Debra|Castillo||
9402|3772|1513|Treasurer|1|Cheryl|Oliver||
9403|3772|1513|Treasurer|1|Benjamin|Clark|BSN|
9404|3773|1514|Treasurer|1|Jordan|Harris|DPT|As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
9405|3773|1514|Treasurer|1|Jacqueline|Stone||With a background in psychology and a passion for helping others unlock their full potential, this individual has dedicated their career to the field of coaching and personal development. Through their transformative coaching programs and workshops, they have empowered countless individuals to overcome obstacles, achieve their goals, and live lives of fulfillment and purpose. Their unique blend of empathy, insight, and practical wisdom has made them a trusted guide and mentor to clients seeking to create positive change in their lives.
9406|3773|1514|Treasurer|1|Gregory|Lawrence|MA|
9407|3773|1514|Treasurer|1|Andrew|Spencer|MA|
9408|3774|1514|President|1|Raymond|Austin||
9409|3774|1514|President|1|Virginia|Ellis|DDS|
9410|3775|1514|Secretary|1|Diana|Ellis|MFA|With a passion for innovation and problem-solving, this individual brings a wealth of experience in research and development to every project undertaken. Their dedication to pushing boundaries and exploring new possibilities has led to groundbreaking advancements in various fields, earning them recognition as a visionary thinker and a leader in their industry.
9411|3776|1514|Vice President|1|Walter|Bennett|DPT|
9412|3777|1515|Treasurer|1|Kevin|Ruiz|MSLIS|
9413|3778|1515|Vice President|2|Michael|Jacobs|JD|
9414|3779|1516|President|1|Carol|Richardson|JD|With a background in law and a passion for social justice, this individual has dedicated their career to fighting for the rights of the most vulnerable members of society. As a legal advocate and activist, they have worked tirelessly to challenge systemic injustice and hold those in power accountable for their actions.
9415|3779|1516|President|1|Shirley|Watkins||
9416|3780|1517|President|1|Gabriel|Perry||
9417|3780|1517|President|1|Pamela|Rodriguez|DO|
9418|3780|1517|President|1|Ronald|Hall||
9419|3780|1517|President|1|Eric|Robertson||
9420|3781|1517|Treasurer|1|Harry|Boyd|DC|
9421|3781|1517|Treasurer|1|Donald|Ellis||
9422|3781|1517|Treasurer|1|Jesse|Taylor|MSW|
9423|3781|1517|Treasurer|1|Barbara|Richardson||
9424|3782|1517|Vice President|1|Benjamin|Warren||
9425|3782|1517|Vice President|1|Phyllis|Mcdonald||
9426|3782|1517|Vice President|1|Nicholas|Castillo||
9427|3783|1517|Secretary|1|Steven|Patterson||
9428|3783|1517|Secretary|1|Maria|Mitchell|OD|
9429|3783|1517|Secretary|1|Benjamin|Wilson|MSc|
9430|3784|1518|Secretary|1|Alexander|Cunningham|PharmD|
9431|3784|1518|Secretary|1|Laurie|Ryan|JD|
9432|3784|1518|Secretary|1|Kathryn|Graham||
9433|3784|1518|Secretary|1|Wanda|Graham||With a background in social work and a passion for advocacy, this individual has dedicated their life to fighting for social justice and equality. Through their work with marginalized communities, they have witnessed firsthand the impact of systemic injustice and inequality on people's lives. Their tireless advocacy efforts, from organizing grassroots movements to lobbying for policy change, have helped to bring about meaningful progress in the fight for a more just and equitable society.
9434|3785|1518|Vice President|1|Christopher|Nichols||
9435|3785|1518|Vice President|1|Rebecca|Silva|MPA|
9436|3785|1518|Vice President|1|Louis|Sanchez|PsyD|
9437|3786|1518|Treasurer|1|Debra|Robinson||
9438|3786|1518|Treasurer|1|Phyllis|Long||A tireless advocate for environmental conservation and sustainable development, this individual has dedicated their career to protecting our planet for future generations. Through their work in research, education, and advocacy, they have raised awareness about pressing environmental issues and mobilized communities to take action in defense of our natural world.
9439|3787|1519|Treasurer|1|Kathryn|Vasquez||
9440|3787|1519|Treasurer|1|Nicholas|Cox|MBA|
9441|3788|1519|Secretary|1|Roger|Perry|MEd|
9442|3788|1519|Secretary|1|Emily|Rose||
9443|3789|1519|Vice President|2|Olga|Little|PharmD|
9444|3790|1520|President|1|Rose|Perry||
9445|3790|1520|President|1|William|Garcia||
9446|3791|1520|Secretary|1|Gabriel|Peterson|PhD|
9447|3791|1520|Secretary|1|Deborah|Simpson|MS|
9448|3791|1520|Secretary|1|Rachel|Oliver|OD|
9449|3791|1520|Secretary|1|Sharon|Dunn|OD|
9450|3792|1521|Secretary|1|Adam|White||
9451|3792|1521|Secretary|1|Austin|Richardson|MDiv|
9452|3792|1521|Secretary|1|Dylan|Duncan|MSLIS|
9453|3793|1522|Treasurer|1|Nicole|Graham||
9454|3793|1522|Treasurer|1|Ashley|Tucker||With a background in technology and a flair for innovation, this individual has played a key role in driving digital transformation across a wide range of industries. Their expertise in software development and project management has enabled organizations to streamline operations, increase efficiency, and stay ahead of the curve in an ever-evolving marketplace.
